Name;Municipality;Owner/owner of the spv;Spv;Operator, contact details;Cabel information,contact details;"Nominal power (kW)";Installation year;Wind turbine Manufacturer;Wind turbine tip height (m);Wind turbine hub height (m);Wind turbine rotor diameter (m);Region;"Installed (1)/Not in use(0)";Demolish year
Metsälä 8;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Metsälä 9;Kristiinankaupunki;EPV Tuulivoima Oy;;EPV Tuulivoima Oy, Raine Laaksonen;EPV Tuulivoima Oy, Raine Laaksonen;3450;2017;Vestas;;142;136;Pohjanmaa;1;
Muntila 1;Uusikaupunki;SUSI Muntila GmbH & Co. KG;Muntilan Tuulivoima Oy;Abo Wind Services Oy, Jan Assmus;Abo Wind Services Oy, Jan Assmus;3000;2017;Nordex Acciona;180;114,5;131;Varsinais-Suomi;1;
Muntila 2;Uusikaupunki;SUSI Muntila GmbH & Co. KG;Muntilan Tuulivoima Oy;Abo Wind Services Oy, Jan Assmus;Abo Wind Services Oy, Jan Assmus;3000;2017;Nordex Acciona;180;114,5;131;Varsinais-Suomi;1;
Muntila 3;Uusikaupunki;SUSI Muntila GmbH & Co. KG;Muntilan Tuulivoima Oy;Abo Wind Services Oy, Jan Assmus;Abo Wind Services Oy, Jan Assmus;3000;2017;Nordex Acciona;180;114,5;131;Varsinais-Suomi;1;
Mustaisneva 1;Kauhajoki;Lagerwey Development Oy;SPC 2-Mustaisneva Oy;;;2500;2016;Enercon;;120;100;Etelä-Pohjanmaa;1;
Mustaisneva 2;Kauhajoki;Lagerwey Development Oy;SPC 2-Mustaisneva Oy;;;2500;2016;Enercon;;120;100;Etelä-Pohjanmaa;1;
Mustaisneva 3;Kauhajoki;Lagerwey Development Oy;SPC 2-Mustaisneva Oy;;;2500;2016;Enercon;;120;100;Etelä-Pohjanmaa;1;
Mustaisneva 4;Kauhajoki;Lagerwey Development Oy;SPC 2-Mustaisneva Oy;;;2500;2016;Enercon;;120;100;Etelä-Pohjanmaa;1;
Mustaisneva 5;Kauhajoki;Lagerwey Development Oy;SPC 2-Mustaisneva Oy;;;2500;2016;Enercon;;120;100;Etelä-Pohjanmaa;1;
Mustaisneva 7;Kauhajoki;Lagerwey Development Oy;SPC 2-Mustaisneva Oy;;;2500;2016;Enercon;;120;100;Etelä-Pohjanmaa;1;
Mustaisneva 8;Kauhajoki;Lagerwey Development Oy;SPC 2-Mustaisneva Oy;;;2500;2016;Enercon;;120;100;Etelä-Pohjanmaa;1;
Mustaisneva 9;Kauhajoki;Lagerwey Development Oy;SPC 2-Mustaisneva Oy;;;2500;2016;Enercon;;120;100;Etelä-Pohjanmaa;1;
Mustilankangas 1;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 10;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 11;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 12;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 13;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 14;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 15;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 16;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 17;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 18;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 19;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 2;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 20;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 21;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 22;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 23;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2016;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 24;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2016;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 25;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2016;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 26;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2016;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 27;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2016;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 28;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2016;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 3;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 4;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 5;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 6;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 7;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 8;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Mustilankangas 9;Kalajoki;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;3300;2015;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Muukko 1;Lappeenranta;Exilion Tuuli Ky;;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;3000;2013;GE;;90;110;Etelä-Karjala;1;
Muukko 2;Lappeenranta;Exilion Tuuli Ky;;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;3000;2013;GE;;90;110;Etelä-Karjala;1;
Muukko 3;Lappeenranta;Exilion Tuuli Ky;;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;3000;2013;GE;;90;110;Etelä-Karjala;1;
Muukko 4;Lappeenranta;Exilion Tuuli Ky;;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;3000;2013;GE;;90;110;Etelä-Karjala;1;
Muukko 5;Lappeenranta;Exilion Tuuli Ky;;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;3000;2013;GE;;90;110;Etelä-Karjala;1;
Muukko 6;Lappeenranta;Exilion Tuuli Ky;;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;3000;2013;GE;;90;110;Etelä-Karjala;1;
Muukko 7;Lappeenranta;Exilion Tuuli Ky;;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;Ilmatar Service Oy,  Henri Vanha, henri.vanha@ilmatar.fi;3000;2013;GE;;90;110;Etelä-Karjala;1;
Myllykangas 1;Ii;Taaleri Energia;Myllykankaan Tuulipuisto II Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2015;Nordex Acciona;;123.5;117;Pohjois-Pohjanmaa;1;
Myllykangas 10;Ii;Taaleri Energia;Myllykankaan Tuulipuisto II Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2016;Nordex Acciona;;122;117;Pohjois-Pohjanmaa;1;
Myllykangas 11;Ii;Taaleri Energia;Myllykankaan Tuulipuisto II Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2015;Nordex Acciona;;122;117;Pohjois-Pohjanmaa;1;
Myllykangas 12;Ii;Taaleri Energia;Myllykankaan Tuulipuisto II Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2015;Nordex Acciona;;123,5;117;Pohjois-Pohjanmaa;1;
Myllykangas 13;Ii;Taaleri Energia;Myllykankaan Tuulipuisto II Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2015;Nordex Acciona;;123,5;117;Pohjois-Pohjanmaa;1;
Myllykangas 14;Ii;Taaleri Energia;Myllykankaan Tuulipuisto II Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2016;Nordex Acciona;;123,5;117;Pohjois-Pohjanmaa;1;
Myllykangas 15;Ii;Taaleri Energia;Myllykankaan Tuulipuisto II Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2016;Nordex Acciona;;122;117;Pohjois-Pohjanmaa;1;
Myllykangas 16;Ii;Taaleri Energia;Myllykankaan Tuulipuisto II Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2015;Nordex Acciona;;123,5;117;Pohjois-Pohjanmaa;1;
Myllykangas 17;Ii;Taaleri Energia;Myllykankaan Tuulipuisto II Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2016;Nordex Acciona;;123,5;117;Pohjois-Pohjanmaa;1;
Myllykangas 18;Ii;Taaleri Energia;Myllykankaan Tuulipuisto II Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2015;Nordex Acciona;;123,5;117;Pohjois-Pohjanmaa;1;
Myllykangas 19;Ii;Taaleri Energia;Myllykankaan Tuulipuisto II Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2015;Nordex Acciona;;123,5;117;Pohjois-Pohjanmaa;1;
Myllykangas 2;Ii;Taaleri Energia;Myllykankaan Tuulipuisto II Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2015;Nordex Acciona;;123,5;117;Pohjois-Pohjanmaa;1;
Myllykangas 20;Ii;Taaleri Energia;Nyby-Myllykangas WP HoldCo Oy;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2016;Nordex Acciona;;123,5;117;Pohjois-Pohjanmaa;1;
Myllykangas 21;Ii;Taaleri Energia;Nyby-Myllykangas WP HoldCo Oy;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3000;2016;Nordex Acciona;;123,5;117;Pohjois-Pohjanmaa;1;
Myllykangas 22;Ii;Taaleri Energia;Nyby-Myllykangas WP HoldCo Oy;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;3000;2016;Nordex Acciona;;123,5;117;Pohjois-Pohjanmaa;1;
Myllykangas 3;Ii;Taaleri Energia;Nyby-Myllykangas WP HoldCo Oy;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2015;Nordex Acciona;;123,5;117;Pohjois-Pohjanmaa;1;
Myllykangas 4;Ii;Taaleri Energia;Nyby-Myllykangas WP HoldCo Oy;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2015;Nordex Acciona;;123,5;117;Pohjois-Pohjanmaa;1;
Myllykangas 5;Ii;Taaleri Energia;Nyby-Myllykangas WP HoldCo Oy;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2015;Nordex Acciona;;123,5;117;Pohjois-Pohjanmaa;1;
Myllykangas 6;Ii;Taaleri Energia;Nyby-Myllykangas WP HoldCo Oy;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2015;Nordex Acciona;;122;117;Pohjois-Pohjanmaa;1;
Myllykangas 7;Ii;Taaleri Energia;Nyby-Myllykangas WP HoldCo Oy;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2016;Nordex Acciona;;117;117;Pohjois-Pohjanmaa;1;
Myllykangas 8;Ii;Taaleri Energia;Nyby-Myllykangas WP HoldCo Oy;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2015;Nordex Acciona;;153;117;Pohjois-Pohjanmaa;1;
Myllykangas 9;Ii;Taaleri Energia;Nyby-Myllykangas WP HoldCo Oy;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2016;Nordex Acciona;;146;117;Pohjois-Pohjanmaa;1;
Mäkelänkangas 1;Hamina;Suomen Voima;;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;2000;2012;Hyundai;;100;93;Kymenlaakso;1;
Mäkelänkangas 2;Hamina;Suomen Voima;;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;2000;2012;Hyundai;;100;93;Kymenlaakso;1;
Mäkelänkangas 3;Hamina;Suomen Voima;;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;2000;2012;Hyundai;;100;93;Kymenlaakso;1;
Mäkelänkangas 4;Hamina;Suomen Voima;;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;Puhuri Oy, Teppo Hilakivi, teppo@hilakivi@puhuri.fi;2000;2012;Hyundai;;100;93;Kymenlaakso;1;
Mäkikangas 1;Pyhäjoki;wdp Finland Oy;wpd Mäkikankaan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3000;2016;Nordex Acciona;;140;117;Pohjois-Pohjanmaa;1;
Mäkikangas 10;Pyhäjoki;wdp Finland Oy;wpd Mäkikankaan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3000;2016;Nordex Acciona;;140;117;Pohjois-Pohjanmaa;1;
Mäkikangas 11;Pyhäjoki;wdp Finland Oy;wpd Mäkikankaan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3000;2016;Nordex Acciona;;140;117;Pohjois-Pohjanmaa;1;
Mäkikangas 2;Pyhäjoki;wdp Finland Oy;wpd Mäkikankaan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3000;2016;Nordex Acciona;;140;117;Pohjois-Pohjanmaa;1;
Mäkikangas 3;Pyhäjoki;wdp Finland Oy;wpd Mäkikankaan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3000;2016;Nordex Acciona;;140;117;Pohjois-Pohjanmaa;1;
Mäkikangas 4;Pyhäjoki;wdp Finland Oy;wpd Mäkikankaan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3000;2016;Nordex Acciona;;140;117;Pohjois-Pohjanmaa;1;
Mäkikangas 5;Pyhäjoki;wdp Finland Oy;wpd Mäkikankaan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3000;2016;Nordex Acciona;;140;117;Pohjois-Pohjanmaa;1;
Mäkikangas 6;Pyhäjoki;wdp Finland Oy;wpd Mäkikankaan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3000;2016;Nordex Acciona;;140;117;Pohjois-Pohjanmaa;1;
Mäkikangas 7;Pyhäjoki;wdp Finland Oy;wpd Mäkikankaan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3000;2016;Nordex Acciona;;140;117;Pohjois-Pohjanmaa;1;
Mäkikangas 8;Pyhäjoki;wdp Finland Oy;wpd Mäkikankaan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3000;2016;Nordex Acciona;;140;117;Pohjois-Pohjanmaa;1;
Mäkikangas 9;Pyhäjoki;wdp Finland Oy;wpd Mäkikankaan Tuulipuisto Oy;wdp windmanager Suomi Oy, windmanager@wdp.fi;wdp windmanager Suomi Oy, windmanager@wdp.fi;3000;2016;Nordex Acciona;;140;117;Pohjois-Pohjanmaa;1;
Märynummi 1;Salo;Restuuli;;;;5000;2014;Siemens Gamesa;;;;Varsinais-Suomi;1;
Märynummi 2;Salo;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;5000;2014;Siemens Gamesa;;;;Varsinais-Suomi;1;
Märynummi 3;Salo;Exilion Tuuli Ky;;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;Operointi St1 Oy, Yrjö Laine, yrjo.laine@st1.fi;5000;2014;Siemens Gamesa;;;;Varsinais-Suomi;1;
Naapala;Salo;Halikon Tuulienergia Oy;;;;600;2013;Siemens Gamesa;;;;Varsinais-Suomi;1;
Nikkarinkaarto T1;Raahe;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;3300;2016;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Nikkarinkaarto T10;Raahe;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;3300;2016;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Nikkarinkaarto T2;Raahe;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;3300;2016;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Nikkarinkaarto T3;Raahe;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;3300;2016;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Nikkarinkaarto T4;Raahe;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;3300;2016;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Nikkarinkaarto T5;Raahe;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;3300;2016;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Nikkarinkaarto T6;Raahe;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;3300;2016;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Nikkarinkaarto T7;Raahe;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;3300;2016;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Nikkarinkaarto T8;Raahe;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;3300;2016;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Nikkarinkaarto T9;Raahe;Suomen Hyötytuuli Oy;;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;Pori Energia Tuulivoimapalvelut, Jari Lappalainen, jari.lappalainen@porienergia.fi;3300;2016;Vestas;;137;126;Pohjois-Pohjanmaa;1;
Nyby 1;Ii;Taaleri Energia;Nybyn Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2014;Nordex Acciona;;141;117;Pohjois-Pohjanmaa;1;
Nyby 2;Ii;Taaleri Energia;Nybyn Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2015;Nordex Acciona;;141;117;Pohjois-Pohjanmaa;1;
Nyby 3;Ii;Taaleri Energia;Nybyn Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2014;Nordex Acciona;;141;117;Pohjois-Pohjanmaa;1;
Nyby 4;Ii;Taaleri Energia;Nybyn Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2014;Nordex Acciona;;141;117;Pohjois-Pohjanmaa;1;
Nyby 5;Ii;Taaleri Energia;Nybyn Tuulipuisto Ky;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;Taaleri, Miika Sinettä, miika.sinetta@taaleri.com;2400;2014;Nordex Acciona;;141;117;Pohjois-Pohjanmaa;1;
